 2, 0.0, 0.000000, 1, 2, 0.0000
 2, 0.0, 0.000000, 1, 2, 0.0000
 2, 0.0, 0.000000, 1, 2, 0.0000
 2, 0.0, 0.000000, 1, 2, 0.0000
 2, 0.0, 0.000000, 1, 2, 0.0000
 2, 0.0, 0.000000, 1, 2, 0.0000
 2, 0.0, 0.000000, 1, 2, 0.0000
 2, 0.0, 0.000000, 1, 2, 0.0000
 2, 0.0, 0.000000, 1, 2, 0.0000
 2, 0.0, 0.000000, 1, 2, 0.0000
 2, 0.1, 0.039497, 1, 2, 0.0555
 2, 0.1, 0.026077, 1, 2, 0.0644
 2, 0.1, 0.030000, 1, 2, 0.0578
 2, 0.1, 0.034059, 1, 2, 0.0637
 2, 0.1, 0.033302, 1, 2, 0.0636
 2, 0.1, 0.042661, 1, 2, 0.0523
 2, 0.1, 0.033000, 1, 2, 0.0639
 2, 0.1, 0.029138, 1, 2, 0.0613
 2, 0.1, 0.031765, 1, 2, 0.0603
 2, 0.1, 0.025475, 1, 2, 0.0548
 2, 0.2, 0.035496, 1, 2, 0.1126
 2, 0.2, 0.035623, 1, 2, 0.1083
 2, 0.2, 0.036606, 1, 2, 0.1138
 2, 0.2, 0.050685, 1, 2, 0.1092
 2, 0.2, 0.038471, 1, 2, 0.1138
 2, 0.2, 0.060737, 1, 2, 0.1169
 2, 0.2, 0.053666, 1, 2, 0.1137
 2, 0.2, 0.035777, 1, 2, 0.1140
 2, 0.2, 0.051381, 1, 2, 0.1280
 2, 0.2, 0.049689, 1, 2, 0.1115
 2, 0.3, 0.026833, 1, 2, 0.1494
 2, 0.3, 0.056294, 1, 2, 0.1693
 2, 0.3, 0.044944, 1, 2, 0.1623
 2, 0.3, 0.037148, 1, 2, 0.1717
 2, 0.3, 0.037537, 1, 2, 0.1631
 2, 0.3, 0.049487, 1, 2, 0.1569
 2, 0.3, 0.046141, 1, 2, 0.1578
 2, 0.3, 0.038210, 1, 2, 0.1717
 2, 0.3, 0.045387, 1, 2, 0.1690
 2, 0.3, 0.032078, 1, 2, 0.1609
 2, 0.4, 0.052345, 1, 2, 0.2182
 2, 0.4, 0.053000, 1, 2, 0.2095
 2, 0.4, 0.046043, 1, 2, 0.2104
 2, 0.4, 0.039102, 1, 2, 0.2179
 2, 0.4, 0.023664, 1, 2, 0.2208
 2, 0.4, 0.037269, 1, 2, 0.2164
 2, 0.4, 0.058898, 1, 2, 0.2202
 2, 0.4, 0.050000, 1, 2, 0.2144
 2, 0.4, 0.042190, 1, 2, 0.2236
 2, 0.4, 0.033466, 1, 2, 0.2048
 2, 0.5, 0.046260, 1, 2, 0.2765
 2, 0.5, 0.029665, 1, 2, 0.2620
 2, 0.5, 0.046260, 1, 2, 0.2847
 2, 0.5, 0.057096, 1, 2, 0.2546
 2, 0.5, 0.061482, 1, 2, 0.2742
 2, 0.5, 0.056036, 1, 2, 0.2625
 2, 0.5, 0.028636, 1, 2, 0.2656
 2, 0.5, 0.050398, 1, 2, 0.2643
 2, 0.5, 0.031305, 1, 2, 0.2555
 2, 0.5, 0.052726, 1, 2, 0.2625
 2, 0.6, 0.038210, 1, 2, 0.3172
 2, 0.6, 0.066851, 1, 2, 0.3205
 2, 0.6, 0.055857, 1, 2, 0.3259
 2, 0.6, 0.048785, 1, 2, 0.3109
 2, 0.6, 0.040988, 1, 2, 0.3175
 2, 0.6, 0.053479, 1, 2, 0.3290
 2, 0.6, 0.025298, 1, 2, 0.3135
 2, 0.6, 0.058898, 1, 2, 0.3187
 2, 0.6, 0.053852, 1, 2, 0.3211
 2, 0.6, 0.037148, 1, 2, 0.3181
 2, 0.7, 0.046787, 1, 2, 0.3821
 2, 0.7, 0.036455, 1, 2, 0.3795
 2, 0.7, 0.032078, 1, 2, 0.3722
 2, 0.7, 0.056648, 1, 2, 0.3643
 2, 0.7, 0.039243, 1, 2, 0.3705
 2, 0.7, 0.050794, 1, 2, 0.3761
 2, 0.7, 0.052048, 1, 2, 0.3719
 2, 0.7, 0.043359, 1, 2, 0.3760
 2, 0.7, 0.026249, 1, 2, 0.3712
 2, 0.7, 0.040249, 1, 2, 0.3795
 2, 0.8, 0.033764, 1, 2, 0.4348
 2, 0.8, 0.029665, 1, 2, 0.4396
 2, 0.8, 0.042661, 1, 2, 0.4500
 2, 0.8, 0.028089, 1, 2, 0.4424
 2, 0.8, 0.040743, 1, 2, 0.4243
 2, 0.8, 0.056214, 1, 2, 0.4371
 2, 0.8, 0.027928, 1, 2, 0.4139
 2, 0.8, 0.045607, 1, 2, 0.4346
 2, 0.8, 0.032078, 1, 2, 0.4334
 2, 0.8, 0.034771, 1, 2, 0.4327
 2, 0.9, 0.035777, 1, 2, 0.4881
 2, 0.9, 0.025298, 1, 2, 0.4920
 2, 0.9, 0.028636, 1, 2, 0.4968
 2, 0.9, 0.028983, 1, 2, 0.4976
 2, 0.9, 0.038210, 1, 2, 0.4961
 2, 0.9, 0.026077, 1, 2, 0.4964
 2, 0.9, 0.029326, 1, 2, 0.4911
 2, 0.9, 0.024083, 1, 2, 0.5071
 2, 0.9, 0.024083, 1, 2, 0.4920
 2, 0.9, 0.026077, 1, 2, 0.4936
