 3, 0.1, 0.015492, 1, 2, 0.0720, 0.8320
 3, 0.1, 0.010000, 1, 2, 0.0400, 0.9020
 3, 0.1, 0.007746, 1, 2, 0.0150, 0.6150
 3, 0.1, 0.013416, 1, 2, 0.0330, 0.4570
 3, 0.1, 0.007746, 1, 2, 0.0470, 0.5330
 3, 0.1, 0.011832, 1, 2, 0.0660, 0.4720
 3, 0.1, 0.008944, 1, 2, 0.1480, 0.6420
 3, 0.1, 0.006325, 1, 2, 0.0100, 0.5990
 3, 0.1, 0.014832, 1, 2, 0.0230, 0.5690
 3, 0.1, 0.010954, 1, 2, 0.1340, 0.6790
 3, 0.2, 0.016125, 1, 2, 0.6250, 0.4350
 3, 0.2, 0.024900, 1, 2, 0.6270, 0.4610
 3, 0.2, 0.025690, 1, 2, 0.5900, 0.4840
 3, 0.2, 0.018439, 1, 2, 0.5220, 0.7540
 3, 0.2, 0.020494, 1, 2, 0.6040, 0.4640
 3, 0.2, 0.030000, 1, 2, 0.7880, 0.4280
 3, 0.2, 0.028983, 1, 2, 0.9480, 0.4310
 3, 0.2, 0.020494, 1, 2, 0.8990, 0.4360
 3, 0.2, 0.020976, 1, 2, 0.5720, 0.9210
 3, 0.2, 0.019494, 1, 2, 0.7740, 0.4360
 3, 0.3, 0.027203, 1, 2, 0.9450, 0.7140
 3, 0.3, 0.019494, 1, 2, 0.7560, 0.7600
 3, 0.3, 0.038066, 1, 2, 0.9070, 0.7050
 3, 0.3, 0.026077, 1, 2, 0.9240, 0.6940
 3, 0.3, 0.032249, 1, 2, 0.7250, 0.7010
 3, 0.3, 0.018439, 1, 2, 0.7250, 0.7830
 3, 0.3, 0.027568, 1, 2, 0.7060, 0.8240
 3, 0.3, 0.020976, 1, 2, 0.9320, 0.6870
 3, 0.3, 0.024678, 1, 2, 0.9810, 0.7390
 3, 0.3, 0.020494, 1, 2, 0.9690, 0.7100
 3, 0.4, 0.021448, 1, 2, 0.9370, 0.8380
 3, 0.4, 0.031305, 1, 2, 0.8550, 0.8630
 3, 0.4, 0.020712, 1, 2, 0.8630, 0.8780
 3, 0.4, 0.027203, 1, 2, 0.8720, 0.8760
 3, 0.4, 0.032863, 1, 2, 0.8750, 0.8320
 3, 0.4, 0.027203, 1, 3, 0.9280, 0.9640
 3, 0.4, 0.020224, 2, 3, 0.9640, 0.9320
 3, 0.4, 0.044944, 1, 2, 0.9180, 0.8260
 3, 0.4, 0.022113, 1, 2, 0.8750, 0.8960
 3, 0.4, 0.021448, 1, 3, 0.9290, 0.9580
 3, 0.5, 0.052915, 2, 2, 0.6030, 0.8870
 3, 0.5, 0.020494, 2, 2, 0.5490, 0.9620
 3, 0.5, 0.034059, 1, 2, 0.9550, 0.9110
 3, 0.5, 0.052915, 2, 2, 0.5540, 0.9880
 3, 0.5, 0.037417, 1, 2, 0.9300, 0.9430
 3, 0.5, 0.044045, 2, 2, 0.6140, 0.9240
 3, 0.5, 0.035214, 2, 2, 0.4870, 0.9280
 3, 0.5, 0.043818, 2, 2, 0.6600, 0.9250
 3, 0.5, 0.053000, 2, 2, 0.5780, 0.9020
 3, 0.5, 0.030332, 2, 2, 0.7130, 0.9540
 3, 0.6, 0.031765, 2, 2, 0.4060, 0.7770
 3, 0.6, 0.055399, 2, 2, 0.5600, 0.7870
 3, 0.6, 0.029479, 2, 2, 0.6160, 0.8030
 3, 0.6, 0.056036, 2, 2, 0.3470, 0.9810
 3, 0.6, 0.056294, 2, 2, 0.4590, 0.7950
 3, 0.6, 0.029479, 2, 2, 0.4960, 0.7720
 3, 0.6, 0.066933, 2, 2, 0.3180, 0.8920
 3, 0.6, 0.050990, 2, 2, 0.2980, 0.8140
 3, 0.6, 0.043589, 2, 2, 0.3720, 0.8720
 3, 0.6, 0.045166, 2, 2, 0.4110, 0.8630
 3, 0.7, 0.046260, 2, 2, 0.5070, 0.6340
 3, 0.7, 0.063246, 2, 2, 0.1260, 0.8920
 3, 0.7, 0.046904, 2, 2, 0.3140, 0.6350
 3, 0.7, 0.037683, 2, 2, 0.4800, 0.6390
 3, 0.7, 0.047424, 2, 2, 0.3410, 0.6120
 3, 0.7, 0.041713, 2, 2, 0.1980, 0.7260
 3, 0.7, 0.040988, 2, 2, 0.2150, 0.6640
 3, 0.7, 0.053852, 2, 2, 0.2310, 0.6790
 3, 0.7, 0.040608, 2, 2, 0.8300, 0.8180
 3, 0.7, 0.060828, 2, 2, 0.5730, 0.6770
 3, 0.8, 0.038987, 2, 2, 0.0260, 0.8460
 3, 0.8, 0.046476, 2, 2, 0.8110, 0.6890
 3, 0.8, 0.037148, 2, 2, 0.3110, 0.4780
 3, 0.8, 0.025865, 2, 2, 0.9700, 0.7590
 3, 0.8, 0.031129, 2, 2, 0.1890, 0.5040
 3, 0.8, 0.038471, 2, 2, 0.0300, 0.7530
 3, 0.8, 0.049890, 2, 2, 0.3640, 0.4510
 3, 0.8, 0.060407, 2, 2, 0.0490, 0.6830
 3, 0.8, 0.042532, 2, 2, 0.9770, 0.8610
 3, 0.8, 0.047424, 2, 2, 0.2430, 0.4540
